
========================================================================
convergence_ref_profiles | cwd=D:\Group\HyOCR\HG_test_cloned
argv=scripts/test_convergence_ref_profiles.py --scale-min 1.195 --scale-max 1.38 --scale-step 0.005 --log-bvp logs/bvp_1.195-1.38.log --log-hc logs/hc_1.195-1.38.log --output-csv output/summary_1.195-1.38.csv --phase hc
phase=hc | run_bvp=False run_hc=True
scales (38)=[1.195, 1.2, 1.2049999999999998, 1.2099999999999997, 1.2149999999999996, 1.2199999999999995, 1.2249999999999994, 1.2299999999999993, 1.2349999999999992, 1.239999999999999, 1.244999999999999, 1.249999999999999, 1.2549999999999988, 1.2599999999999987, 1.2649999999999986, 1.2699999999999985, 1.2749999999999984, 1.2799999999999983, 1.2849999999999981, 1.289999999999998, 1.294999999999998, 1.2999999999999978, 1.3049999999999977, 1.3099999999999976, 1.3149999999999975, 1.3199999999999974, 1.3249999999999973, 1.3299999999999972, 1.334999999999997, 1.339999999999997, 1.3449999999999969, 1.3499999999999968, 1.3549999999999967, 1.3599999999999965, 1.3649999999999964, 1.3699999999999963, 1.3749999999999962, 1.3799999999999961] | mode=range[1.195,1.38]step=0.005
z_patch_m=4.2 | max_outer=100 | y_tol=0.01
initial_mesh_up=200 initial_mesh_down=10 | U_override=None
TMP_RUN=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs | output_csv=D:\Group\HyOCR\HG_test_cloned\output\summary_1.195-1.38.csv
HC  CSV up=D:\Group\HyOCR\HG_test_cloned\data\hc_4n4_0.0-4.2m_loop.csv down_resolved=D:\Group\HyOCR\HG_test_cloned\data\hc_6_4.2-5.9m_loop.csv
2026-04-11 01:55:21 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:21 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:21 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of T = 0.0006554676912287156
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of t = 0.0006552238276271903
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of x = 0.0003772452511613041
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of y = 0.0007485181128438664
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of w = 0.0005196996477795284
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of p = 0.0003329575677423352
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of fs = 0.0006760993642592937
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of rhob = 0.0005547407923613716
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of T = 2.4154229601930306e-05
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of t = 2.5465246555195207e-05
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of p = 4.13987417854005e-05
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] trial 1/38 | scale=1.195 | HC end | coupling_ok=True outer_iters=1 elapsed=7.82s | final_success=True
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] trial 2/38 | scale=1.2 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i1
2026-04-11 01:55:24 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of T = 0.0008387511949252103
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of t = 0.0008429409168931668
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of x = 0.0004508135409252707
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of y = 0.0007486513081229588
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of w = 0.0006750315631744459
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of p = 9.429695913349328e-17
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of fs = 0.0008593198971782873
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of rhob = 0.0004933016734248294
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of T = 2.4101529739018505e-05
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of t = 2.5419728495651768e-05
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of p = 3.929431034515095e-05
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:29 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of T = 0.0007463106970082855
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of t = 0.000746459767912106
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of x = 0.0001650361591702176
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of y = 0.0003292974657937962
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of w = 0.00023936455111214785
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of p = 0.00023173612960554165
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of fs = 0.000837246500146619
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of rhob = 0.0002665667233607834
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of T = 2.4258483816692436e-05
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of t = 2.5584750007295863e-05
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of p = 4.179378521313106e-05
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] trial 2/38 | scale=1.2 | HC end | coupling_ok=True outer_iters=1 elapsed=8.12s | final_success=True
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] trial 3/38 | scale=1.2049999999999998 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i2
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of T = 0.0008405816422902398
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of t = 0.0008447792265257005
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of x = 0.00045294923188598943
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of y = 0.0007522662084287444
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of w = 0.0006766062717467594
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of p = 1.0723199036752869e-16
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of fs = 0.000861246033749118
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of rhob = 0.0004946111560419757
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of T = 2.461769884061211e-05
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of t = 2.596295472050808e-05
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of p = 4.011578138362325e-05
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:37 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of T = 0.0008835233622090751
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of t = 0.0008838288899177196
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of x = 0.00040020853595241877
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of y = 0.0008003707830332997
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of w = 0.000289537708062542
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of p = 6.685302079740589e-17
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of fs = 0.0007824013972390111
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of rhob = 0.00017831811622233548
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of T = 2.4888298086145695e-05
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of t = 2.6244952926229134e-05
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of p = 4.2749230596208605e-05
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] trial 3/38 | scale=1.2049999999999998 | HC end | coupling_ok=True outer_iters=1 elapsed=8.33s | final_success=True
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] trial 4/38 | scale=1.2099999999999997 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i3
2026-04-11 01:55:40 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of T = 0.0008418694256090865
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of t = 0.0008460271896488881
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of x = 0.0004454560120948527
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of y = 0.0007394725546627844
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of w = 0.0006678302874543459
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of p = 9.909794761772891e-17
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of fs = 0.0008469314820651489
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of rhob = 0.0004939252899683264
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of T = 2.513623397698399e-05
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of t = 2.6508657250859258e-05
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of p = 4.094161200053653e-05
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:46 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of T = 0.0009710066342037246
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of t = 0.0009711515869501446
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of x = 0.00020485501006392679
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of y = 0.0004113672140972365
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of w = 0.00031705594722887797
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of p = 0.0003783300187222924
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of fs = 0.0004668606933863847
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of rhob = 0.0002794785168713606
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of T = 2.508738309205069e-05
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of t = 2.6462050616830946e-05
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of p = 4.323382266425358e-05
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] trial 4/38 | scale=1.2099999999999997 | HC end | coupling_ok=True outer_iters=1 elapsed=9.52s | final_success=True
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] trial 5/38 | scale=1.2149999999999996 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i4
2026-04-11 01:55:50 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of T = 0.0008388076406831462
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of t = 0.0008429946700336133
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of x = 0.00044829161239207663
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of y = 0.0007444097179352103
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of w = 0.0006734087292669794
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of p = 7.020004511448153e-17
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of fs = 0.0008582494386568794
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of rhob = 0.0004933181263671676
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of T = 2.5628207577634903e-05
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of t = 2.7026847557997498e-05
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of p = 4.17258867924322e-05
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:56 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of T = 0.00034717495389888215
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of t = 0.000346213961633001
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of x = 0.0002802889337971922
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of y = 0.0005637182055424051
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of w = 0.00038364215213492213
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of p = 0.0003903536058297287
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of fs = 0.0009797453317876535
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of rhob = 0.0006710058322182304
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of T = 2.554898494362606e-05
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of t = 2.694911526388592e-05
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of p = 4.3944952234503974e-05
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] trial 5/38 | scale=1.2149999999999996 | HC end | coupling_ok=True outer_iters=1 elapsed=10.04s | final_success=True
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] trial 6/38 | scale=1.2199999999999995 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i5
2026-04-11 01:56:00 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of T = 0.0008407724727259147
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of t = 0.0008449705214761568
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of x = 0.00045280208601124227
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of y = 0.0007520233006495964
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of w = 0.0006766169478473293
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of p = 5.975802700452159e-18
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of fs = 0.0008613714743335509
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of rhob = 0.0004947221999007753
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of T = 2.6117587798817606e-05
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of t = 2.7542333742313667e-05
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of p = 4.250482255098069e-05
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:56:06 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of T = 0.0003585280348494411
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of t = 0.00035623069633893624
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of x = 0.00022688543353412222
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of y = 0.00045796244280183526
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of w = 0.00023392295176144837
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of p = 0.0005027303767919384
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of fs = 0.0005523496129233138
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of rhob = 0.00032941967189502514
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of T = 2.599891354095415e-05
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of t = 2.742419571766963e-05
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of p = 4.470272447784682e-05
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] trial 6/38 | scale=1.2199999999999995 | HC end | coupling_ok=True outer_iters=1 elapsed=9.64s | final_success=True
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] trial 7/38 | scale=1.2249999999999994 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i6
2026-04-11 01:56:09 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of T = 0.0008555379387820295
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of t = 0.0008597748308948242
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of x = 0.00046491175559861404
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of y = 0.0007724507329770474
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of w = 0.0006829147452258426
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of p = 8.017171967395342e-17
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of fs = 0.000867317919957943
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of rhob = 0.0005051778879714065
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of T = 2.6596663672725223e-05
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of t = 2.8047124737328042e-05
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of p = 4.326493982901681e-05
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:56:16 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] relative error of T = 0.00043011993313658224
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] relative error of t = 0.0004307130348568732
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] relative error of x = 0.0003376322503462982
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] relative error of y = 0.0006834010882349262
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] relative error of w = 0.0004199615757399452
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] relative error of p = 4.6848786180420714e-17
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] relative error of fs = 0.0009616431325581785
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] relative error of rhob = 0.00023320886577815573
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:56:19 | INFO     | [conv_ref:HC] final relative error:
