
========================================================================
convergence_ref_profiles | cwd=D:\Group\HyOCR\HG_test_cloned
argv=scripts/test_convergence_ref_profiles.py --scale-min 0.245 --scale-max 0.43 --scale-step 0.005 --log-bvp logs/bvp_0.245-0.43.log --log-hc logs/hc_0.245-0.43.log --output-csv output/summary_0.245-0.43.csv --phase hc
phase=hc | run_bvp=False run_hc=True
scales (38)=[0.245, 0.25, 0.255, 0.26, 0.265, 0.27, 0.275, 0.28, 0.28500000000000003, 0.29000000000000004, 0.29500000000000004, 0.30000000000000004, 0.30500000000000005, 0.31000000000000005, 0.31500000000000006, 0.32000000000000006, 0.32500000000000007, 0.33000000000000007, 0.3350000000000001, 0.3400000000000001, 0.3450000000000001, 0.3500000000000001, 0.3550000000000001, 0.3600000000000001, 0.3650000000000001, 0.3700000000000001, 0.3750000000000001, 0.3800000000000001, 0.3850000000000001, 0.3900000000000001, 0.39500000000000013, 0.40000000000000013, 0.40500000000000014, 0.41000000000000014, 0.41500000000000015, 0.42000000000000015, 0.42500000000000016, 0.43000000000000016] | mode=range[0.245,0.43]step=0.005
z_patch_m=4.2 | max_outer=100 | y_tol=0.01
initial_mesh_up=200 initial_mesh_down=10 | U_override=None
TMP_RUN=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs | output_csv=D:\Group\HyOCR\HG_test_cloned\output\summary_0.245-0.43.csv
HC  CSV up=D:\Group\HyOCR\HG_test_cloned\data\hc_4n4_0.0-4.2m_loop.csv down_resolved=D:\Group\HyOCR\HG_test_cloned\data\hc_6_4.2-5.9m_loop.csv
2026-04-10 23:43:21 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-10 23:43:21 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of T = 0.0005034900086905445
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of t = 0.0005043791378254496
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of x = 0.00026937679827501254
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of y = 0.0005663253107389883
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of w = 0.00023902967607130233
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of p = 1.1279495234661206e-16
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of fs = 0.0009664544568736035
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of rhob = 0.00024821799433010465
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of T = 8.186854462999519e-05
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of t = 9.03289609698392e-05
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of p = 3.465213615024881e-05
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] trial 1/38 | scale=0.245 | HC end | coupling_ok=True outer_iters=1 elapsed=11.19s | final_success=True
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] trial 2/38 | scale=0.25 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i1
2026-04-10 23:43:26 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of T = 0.0008104082290626462
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of t = 0.0008143324231419736
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of x = 0.0004176399435224843
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of y = 0.0006905273239249815
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of w = 0.0005891329122290512
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of p = 1.0673682114382554e-16
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of fs = 0.000802209499982301
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of rhob = 0.00048311847047047843
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of T = 0.00014842200070948084
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of t = 0.00016650551840176998
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of x = 1.6976336702518995e-12
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of p = 7.252364250847226e-05
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:43:32 | INFO     | [conv_ref:HC] relative error of rhob = 4.711357843884525e-05
2026-04-10 23:43:33 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of T = 0.00068597987919728
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of t = 0.000687654935248321
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of x = 0.00021288318854281377
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of y = 0.00044330051460486094
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of w = 0.0002183127759006464
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of p = 1.0429278012978494e-16
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of fs = 0.0009885794211763914
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of rhob = 0.0002659636918154547
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of T = 0.00012253109598971693
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of t = 0.0001341302176868319
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of p = 4.188195862238018e-05
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] trial 2/38 | scale=0.25 | HC end | coupling_ok=True outer_iters=1 elapsed=10.92s | final_success=True
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] trial 3/38 | scale=0.255 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i2
2026-04-10 23:43:37 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of T = 0.0007932139329993523
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of t = 0.000796587307376584
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of x = 0.0003560091698791115
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of y = 0.0005875931671856814
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of w = 0.0005331903151820402
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of p = 8.535868630325416e-17
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of fs = 0.0007522396416513656
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of rhob = 0.00045822000120717993
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of T = 0.00021471088694313784
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of t = 0.0002482634030223604
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of x = 5.916035039307054e-12
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of p = 0.00012934269849173514
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] relative error of rhob = 0.00016356103187955566
2026-04-10 23:43:43 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of T = 0.0007067895227754238
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of t = 0.0007060315503341428
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of x = 0.0003834320325417283
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of y = 0.0007866668528308437
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of w = 0.00023132683520981379
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of p = 0.00046953781696508945
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of fs = 0.0008328084995444537
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of rhob = 0.0003910396851926276
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of T = 0.00015039363064841006
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of t = 0.0001644307639438819
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of p = 5.1030072510652326e-05
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:43:47 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-10 23:43:48 | INFO     | [conv_ref:HC] trial 3/38 | scale=0.255 | HC end | coupling_ok=True outer_iters=1 elapsed=10.51s | final_success=True
2026-04-10 23:43:48 | INFO     | [conv_ref:HC] trial 4/38 | scale=0.26 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i3
2026-04-10 23:43:48 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of T = 0.0007723143160123062
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of t = 0.0007754793843880237
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of x = 0.00036896600591417034
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of y = 0.0006082490085504586
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of w = 0.0004917169738407562
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of p = 2.2361914683412026e-17
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of fs = 0.000737438785657414
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of rhob = 0.0004686816397126602
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of T = 0.0002510917081065053
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of t = 0.0003035347449056807
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of x = 8.287975548028538e-12
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of p = 0.00019048687051905988
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] relative error of rhob = 0.00034234014555627944
2026-04-10 23:43:54 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of T = 0.0009084958993015647
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of t = 0.0009101858898243352
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of x = 0.00028051490045787324
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of y = 0.0005683304307759898
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of w = 0.00016641192818230358
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of p = 6.888249115790666e-17
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of fs = 0.0007006381587017262
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of rhob = 0.00025422186484688004
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of T = 0.00018250303933341227
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of t = 0.00019927426146388151
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of p = 6.137103774312384e-05
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] trial 4/38 | scale=0.26 | HC end | coupling_ok=True outer_iters=1 elapsed=10.74s | final_success=True
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] trial 5/38 | scale=0.265 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i4
2026-04-10 23:43:58 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] relative error of T = 0.0006212619862598528
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] relative error of t = 0.0006229033802454977
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] relative error of x = 0.0004280697574998898
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] relative error of y = 0.0007047497800462716
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] relative error of w = 0.000418533810242726
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] relative error of p = 1.0353479312394678e-17
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] relative error of fs = 0.0007559974104065976
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] relative error of rhob = 0.0003984935754386495
2026-04-10 23:44:04 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:44:05 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:05 | INFO     | [conv_ref:HC] relative error of T = 8.644489375433801e-05
2026-04-10 23:44:05 | INFO     | [conv_ref:HC] relative error of t = 0.00012217355042522542
2026-04-10 23:44:05 | INFO     | [conv_ref:HC] relative error of x = 2.3333672477906806e-11
2026-04-10 23:44:05 | INFO     | [conv_ref:HC] relative error of p = 0.00014809733790973175
2026-04-10 23:44:05 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:44:05 | INFO     | [conv_ref:HC] relative error of rhob = 0.00030535276961418927
2026-04-10 23:44:05 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of T = 0.0009301330796493332
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of t = 0.0009293695582729845
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of x = 0.00036772549247098853
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of y = 0.0007347382589203837
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of w = 0.0002901546969126839
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of p = 0.0005962276004851598
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of fs = 0.0006840357413843215
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of rhob = 0.0006869442068415092
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of T = 0.00021844399271201138
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of t = 0.000238266295914769
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of p = 7.283379405250387e-05
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:44:08 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-10 23:44:09 | INFO     | [conv_ref:HC] trial 5/38 | scale=0.265 | HC end | coupling_ok=True outer_iters=1 elapsed=10.31s | final_success=True
2026-04-10 23:44:09 | INFO     | [conv_ref:HC] trial 6/38 | scale=0.27 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i5
2026-04-10 23:44:09 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] relative error of T = 0.0004900962714200075
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] relative error of t = 0.0004932073556732434
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] relative error of x = 0.0003713992353814836
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] relative error of y = 0.0006104499445632336
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] relative error of w = 0.00040286801175577037
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] relative error of p = 0.0
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] relative error of fs = 0.0009577168856225493
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] relative error of rhob = 0.00043429131936090226
2026-04-10 23:44:15 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:44:30 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:30 | INFO     | [conv_ref:HC] relative error of T = 0.023973058478036255
2026-04-10 23:44:30 | INFO     | [conv_ref:HC] relative error of t = 0.02514919982015957
2026-04-10 23:44:30 | INFO     | [conv_ref:HC] relative error of x = 1.392510665239878
2026-04-10 23:44:30 | INFO     | [conv_ref:HC] relative error of p = 0.0005699436785332771
2026-04-10 23:44:30 | INFO     | [conv_ref:HC] relative error of fs = 0.005463072461234245
2026-04-10 23:44:30 | INFO     | [conv_ref:HC] relative error of rhob = 0.05334439863976018
2026-04-10 23:44:30 | WARNING  | [conv_ref:HC] test_hc_6 未达 HC_REL_TOL_MAIN=0.001：max(RE)=1.392510665239878
2026-04-10 23:44:30 | WARNING  | [conv_ref:HC] 下半 test_hc_6 未收敛，将回退 test_hc_3n3
2026-04-10 23:44:30 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_3n3
2026-04-10 23:44:34 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:34 | INFO     | [conv_ref:HC] relative error of T = 7.02578853797899e-05
2026-04-10 23:44:34 | INFO     | [conv_ref:HC] relative error of t = 7.119592217252501e-05
2026-04-10 23:44:34 | INFO     | [conv_ref:HC] relative error of x = 2.191284170687089e-08
2026-04-10 23:44:34 | INFO     | [conv_ref:HC] relative error of p = 0.0
2026-04-10 23:44:34 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:44:34 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-10 23:44:34 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of T = 0.0003911417980747511
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of t = 0.0003926462870661481
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of x = 0.0004715417515042179
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of y = 0.0009303203156279258
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of w = 0.00039544503517916944
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of p = 3.868348841217961e-17
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of fs = 0.000503182733293224
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of rhob = 0.0003488527236302528
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of T = 0.00028337443373510396
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of t = 0.0003075588618130759
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of p = 8.495389795376963e-05
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] trial 6/38 | scale=0.27 | HC end | coupling_ok=True outer_iters=1 elapsed=29.91s | final_success=True
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] trial 7/38 | scale=0.275 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i6
2026-04-10 23:44:38 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] relative error of T = 0.0004094854317515223
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] relative error of t = 0.0004123268978471227
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] relative error of x = 0.00035874457826447025
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] relative error of y = 0.0005889034761126322
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] relative error of w = 0.0003720619678472102
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] relative error of p = 6.130787232120765e-17
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] relative error of fs = 0.0008908883326470945
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] relative error of rhob = 0.0003959282145652893
2026-04-10 23:44:45 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-10 23:44:46 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:46 | INFO     | [conv_ref:HC] relative error of T = 1.3334327504132574e-06
2026-04-10 23:44:46 | INFO     | [conv_ref:HC] relative error of t = 1.3880517044287728e-06
2026-04-10 23:44:46 | INFO     | [conv_ref:HC] relative error of x = 9.641296278299736e-15
2026-04-10 23:44:46 | INFO     | [conv_ref:HC] relative error of p = 1.1768266661414925e-06
2026-04-10 23:44:46 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-10 23:44:46 | INFO     | [conv_ref:HC] relative error of rhob = 3.452207671861731e-13
2026-04-10 23:44:46 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-10 23:44:50 | INFO     | [conv_ref:HC] final relative error:
2026-04-10 23:44:50 | INFO     | [conv_ref:HC] relative error of T = 0.0003807170707211575
