
========================================================================
convergence_ref_profiles | cwd=D:\Group\HyOCR\HG_test_cloned
argv=scripts/test_convergence_ref_profiles.py --scale-min 0.815 --scale-max 1.0 --scale-step 0.005 --log-bvp logs/bvp_0.815-1.0.log --log-hc logs/hc_0.815-1.0.log --output-csv output/summary_0.815-1.0.csv --phase hc
phase=hc | run_bvp=False run_hc=True
scales (38)=[0.815, 0.82, 0.825, 0.83, 0.835, 0.84, 0.845, 0.85, 0.855, 0.86, 0.865, 0.87, 0.875, 0.88, 0.885, 0.89, 0.895, 0.9, 0.905, 0.91, 0.915, 0.92, 0.925, 0.93, 0.935, 0.9400000000000001, 0.9450000000000001, 0.9500000000000001, 0.9550000000000001, 0.9600000000000001, 0.9650000000000001, 0.9700000000000001, 0.9750000000000001, 0.9800000000000001, 0.9850000000000001, 0.9900000000000001, 0.9950000000000001, 1.0] | mode=range[0.815,1.0]step=0.005
z_patch_m=4.2 | max_outer=100 | y_tol=0.01
initial_mesh_up=200 initial_mesh_down=10 | U_override=None
TMP_RUN=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs | output_csv=D:\Group\HyOCR\HG_test_cloned\output\summary_0.815-1.0.csv
HC  CSV up=D:\Group\HyOCR\HG_test_cloned\data\hc_4n4_0.0-4.2m_loop.csv down_resolved=D:\Group\HyOCR\HG_test_cloned\data\hc_6_4.2-5.9m_loop.csv
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of T = 0.000350059533513378
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of t = 0.00034908703559827816
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of x = 0.00019884831912604095
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of y = 0.0003864963748453325
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of w = 0.0004178617312763199
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of p = 0.0003433892559028021
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of fs = 0.00080317235374698
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of rhob = 0.0007930476915729191
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of T = 3.530776901917844e-06
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of t = 3.636463048750899e-06
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of p = 2.9675449578958804e-06
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] trial 1/38 | scale=0.815 | HC end | coupling_ok=True outer_iters=1 elapsed=6.27s | final_success=True
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] trial 2/38 | scale=0.82 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i1
2026-04-11 01:54:58 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of T = 0.0008486860048054119
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of t = 0.0008531400127618928
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of x = 0.000479097463565767
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of y = 0.00079665799255156
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of w = 0.0006912442296534376
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of p = 4.780479003565169e-17
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of fs = 0.0008936255259074452
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of rhob = 0.0005101242522393015
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of T = 3.4625003780456947e-06
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of t = 3.5675469331824963e-06
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of p = 2.761026369809282e-06
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:01 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of T = 0.0005750962597571384
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of t = 0.0005748057166403185
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of x = 0.0003161905755716381
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of y = 0.0006157483019928271
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of w = 0.0005863155046965858
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of p = 0.0004649846207681653
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of fs = 0.0008340180490462986
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of rhob = 0.0003779167514019984
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of T = 3.5291040782338078e-06
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of t = 3.634777576242465e-06
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of p = 2.9653332474805326e-06
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] trial 2/38 | scale=0.82 | HC end | coupling_ok=True outer_iters=1 elapsed=5.98s | final_success=True
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] trial 3/38 | scale=0.825 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i2
2026-04-11 01:55:04 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of T = 0.0008514429454598412
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of t = 0.0008556859685631181
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of x = 0.0004617478770393957
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of y = 0.000767201172570632
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of w = 0.0006833781772037236
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of p = 1.3678948125181376e-16
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of fs = 0.000869543889542346
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of rhob = 0.0005028568834804306
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of T = 3.4638525643943534e-06
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of t = 3.5689164971248334e-06
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of p = 2.762114966640606e-06
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:07 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of T = 0.00047261245742085897
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of t = 0.00047223172360854503
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of x = 0.00024051016572487928
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of y = 0.00046776397006495247
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of w = 0.0005917928404246272
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of p = 0.0001330210710050187
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of fs = 0.0008019013717662346
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of rhob = 0.000896772876528845
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of T = 3.5336510537784397e-06
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of t = 3.6393551034788973e-06
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of p = 2.9699043255279256e-06
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] trial 3/38 | scale=0.825 | HC end | coupling_ok=True outer_iters=1 elapsed=5.94s | final_success=True
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] trial 4/38 | scale=0.83 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i3
2026-04-11 01:55:10 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of T = 0.0008476946562363151
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of t = 0.000851907776892085
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of x = 0.00045351225081690196
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of y = 0.0007532691043010064
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of w = 0.0006776520277086771
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of p = 1.2070379815094487e-16
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of fs = 0.0008629451022208816
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of rhob = 0.0004991923333394286
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of T = 3.453676964759039e-06
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of t = 3.5585414158645186e-06
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of p = 2.755100930942771e-06
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:13 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of T = 0.0005305870280538749
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of t = 0.0005302227486683257
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of x = 0.0003317802064924538
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of y = 0.0006449465984867067
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of w = 0.0007155872278849948
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of p = 0.00028609928320103006
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of fs = 0.0008805553757715709
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of rhob = 0.0006239958540417468
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of T = 3.5177263171456844e-06
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of t = 3.623125842790568e-06
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of p = 2.9571260293745405e-06
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] trial 4/38 | scale=0.83 | HC end | coupling_ok=True outer_iters=1 elapsed=6.02s | final_success=True
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] trial 5/38 | scale=0.835 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i4
2026-04-11 01:55:16 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] relative error of T = 0.0008308791362403896
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] relative error of t = 0.0008350110673874584
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] relative error of x = 0.0004391488822658155
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] relative error of y = 0.0007288931253594338
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] relative error of w = 0.0006644664995932644
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] relative error of p = 5.209686279274341e-17
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] relative error of fs = 0.0008475065416044059
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] relative error of rhob = 0.0004874170801307177
2026-04-11 01:55:19 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:20 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:20 | INFO     | [conv_ref:HC] relative error of T = 3.4481048350616444e-06
2026-04-11 01:55:20 | INFO     | [conv_ref:HC] relative error of t = 3.5528556699896563e-06
2026-04-11 01:55:20 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:20 | INFO     | [conv_ref:HC] relative error of p = 2.7514754030630985e-06
2026-04-11 01:55:20 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:20 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:20 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of T = 0.0007637966204776886
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of t = 0.0007635267433891625
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of x = 0.0004915978858931306
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of y = 0.0009536943496501367
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of w = 0.0002034243114166897
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of p = 2.9124024807543634e-17
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of fs = 0.0008518983638248907
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of rhob = 0.00027188593071984655
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of T = 3.4701852018577477e-06
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of t = 3.575053567683864e-06
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of p = 2.93274488742516e-06
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] trial 5/38 | scale=0.835 | HC end | coupling_ok=True outer_iters=1 elapsed=6.21s | final_success=True
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] trial 6/38 | scale=0.84 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i5
2026-04-11 01:55:22 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] relative error of T = 0.0008314523534054724
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] relative error of t = 0.000835589810345538
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] relative error of x = 0.0004402279328101559
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] relative error of y = 0.000730717331934374
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] relative error of w = 0.0006654563277900821
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] relative error of p = 0.0
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] relative error of fs = 0.000848445938311008
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] relative error of rhob = 0.00048787133830516786
2026-04-11 01:55:25 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:26 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:26 | INFO     | [conv_ref:HC] relative error of T = 3.4317574895990037e-06
2026-04-11 01:55:26 | INFO     | [conv_ref:HC] relative error of t = 3.5361335684512527e-06
2026-04-11 01:55:26 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:26 | INFO     | [conv_ref:HC] relative error of p = 2.739496784277239e-06
2026-04-11 01:55:26 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:26 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:26 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of T = 0.0007556070377101065
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of t = 0.0007554295650614503
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of x = 0.0004951609014661576
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of y = 0.0009602444994396078
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of w = 0.0001965817394118695
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of p = 1.0464617941162448e-16
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of fs = 0.0008275031691599051
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of rhob = 0.0002565774906836933
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of T = 3.457252355127867e-06
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of t = 3.561865411101836e-06
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of p = 2.923048826981297e-06
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] trial 6/38 | scale=0.84 | HC end | coupling_ok=True outer_iters=1 elapsed=5.96s | final_success=True
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] trial 7/38 | scale=0.845 | HC phase | mesh_up=200 mesh_down=10 | dir=D:\Group\HyOCR\HG_test_cloned\tmp\convergence_ref_profiles_runs\convref_hc_i6
2026-04-11 01:55:28 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of T = 0.000822563230802812
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of t = 0.0008266401533508211
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of x = 0.00043414160831111917
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of y = 0.000720308519987192
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of w = 0.0006570396533361576
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of p = 1.230538768181143e-16
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of fs = 0.0008372751517834223
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of rhob = 0.0004814804207211019
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of T = 3.4059904166396764e-06
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of t = 3.5099679673213404e-06
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of p = 2.7225895167076707e-06
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:31 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
2026-04-11 01:55:32 | INFO     | [conv_ref:HC] 测试 上半部分模型 hc_4n4
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of T = 0.0006089902946938335
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of t = 0.000611844607292279
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of x = 0.00033639261313614356
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of y = 0.0006499461624328628
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of w = 0.00015156092520107547
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of p = 8.785840035330658e-18
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of fs = 0.00040217124298016376
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of rhob = 0.00024821123190793445
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] 测试 下半部分模型 hc_6
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] final relative error:
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of T = 4.745616059927533e-06
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of t = 4.868756694748175e-06
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of x = 0.0
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of p = 3.803413869745669e-06
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of fs = 0.0
2026-04-11 01:55:34 | INFO     | [conv_ref:HC] relative error of rhob = 0.0
